LinJ.10	10D-513685d	100.000	374	0	0	51	424	374	1	0.0	691	374
LinJ.10	10D-518827d	100.000	510	0	0	29	538	528	19	0.0	942	528
LinJ.10	10D-521042d	100.000	533	0	0	6	538	551	19	0.0	985	551
LinJ.10	10D-524278d	100.000	533	0	0	9	541	551	19	0.0	985	551
LinJ.10	10D-531640d	100.000	529	0	0	5	533	547	19	0.0	977	547
LinJ.11	11-129732r	100.000	458	0	0	1	458	528	71	0.0	846	530
LinJ.11	11B-163696r	100.000	522	0	0	1	522	525	4	0.0	965	530
LinJ.11	11B-211365r	100.000	478	0	0	38	515	491	14	0.0	883	491
LinJ.11	11B-198030r	100.000	553	0	0	4	556	553	1	0.0	1022	553
LinJ.11	11B-186861r	100.000	521	0	0	1	521	534	14	0.0	963	552
LinJ.11	11C-261354d	100.000	604	0	0	1	604	604	1	0.0	1116	605
LinJ.11	11C-274355d	100.000	576	0	0	1	576	593	18	0.0	1064	594
LinJ.11	11C-285485d	100.000	586	0	0	2	587	600	15	0.0	1083	600
LinJ.11	11D-369752d	100.000	462	0	0	1	462	54	515	0.0	854	518
LinJ.11	11D-354585d	100.000	451	0	0	1	451	54	504	0.0	833	549
LinJ.11	11D-379635d	100.000	478	0	0	1	478	38	515	0.0	883	518
LinJ.11	11E-531933d	100.000	606	0	0	1	606	637	32	0.0	1120	641
LinJ.11	11E-560616r	100.000	608	0	0	1	608	639	32	0.0	1123	641
LinJ.12	12C-277119r	100.000	580	0	0	13	592	1	580	0.0	1072	603
LinJ.12	12D-417191d	100.000	469	0	0	1	469	1	469	0.0	867	469
LinJ.12	12D-423833d	100.000	469	0	0	1	469	1	469	0.0	867	469
LinJ.12	12-501293d	100.000	482	0	0	1	482	11	492	0.0	891	492
LinJ.12	12-501293d	100.000	427	0	0	56	482	492	66	0.0	789	492
LinJ.12	12-535236d	100.000	436	0	0	40	475	1	436	0.0	806	484
LinJ.12	12-535236d	100.000	476	0	0	25	500	484	9	0.0	880	484
LinJ.13	13A-27841r	100.000	507	0	0	62	568	507	1	0.0	937	507
LinJ.13	13A-67068r	100.000	457	0	0	20	476	580	124	0.0	845	580
LinJ.13	13A-62242r	100.000	457	0	0	20	476	580	124	0.0	845	580
LinJ.13	13A-67068r	100.000	457	0	0	36	492	580	124	0.0	845	580
LinJ.13	13A-62242r	100.000	457	0	0	36	492	580	124	0.0	845	580
LinJ.13	13A-67068r	100.000	539	0	0	1	539	37	575	0.0	996	580
LinJ.13	13A-62242r	100.000	539	0	0	1	539	37	575	0.0	996	580
LinJ.13	13-93772d	100.000	498	0	0	8	505	498	1	0.0	920	498
LinJ.13	13B-210667r	100.000	598	0	0	1	598	598	1	0.0	1105	613
LinJ.13	13D-390137r	100.000	448	0	0	36	483	448	1	0.0	828	448
LinJ.13	13E-481379d	100.000	474	0	0	42	515	1	474	0.0	876	514
LinJ.13	13E-604976r	100.000	474	0	0	1	474	474	1	0.0	876	478
LinJ.13	13E-604976r	100.000	408	0	0	101	508	1	408	0.0	754	478
LinJ.13	13E-625241r	100.000	469	0	0	2	470	469	1	0.0	867	469
LinJ.13	13E-625241r	100.000	398	0	0	80	477	1	398	0.0	736	469
LinJ.13	13-514625r	100.000	475	0	0	1	475	1	475	0.0	878	494
LinJ.14	14B-112408d	100.000	573	0	0	1	573	611	39	0.0	1059	620
LinJ.14	14B-107865d	100.000	573	0	0	1	573	604	32	0.0	1059	613
LinJ.14	14B-133723d	100.000	569	0	0	5	573	606	38	0.0	1051	606
LinJ.14	14B-101412r	100.000	398	0	0	176	573	436	39	0.0	736	436
LinJ.14	14B-162411r	100.000	307	0	0	267	573	345	39	2.99e-163	568	484
LinJ.14	14B-140484d	100.000	307	0	0	267	573	461	155	2.99e-163	568	635
LinJ.14	14B-137193d	100.000	307	0	0	267	573	669	363	2.99e-163	568	843
LinJ.14	14B-133723d	100.000	574	0	0	1	574	604	31	0.0	1061	606
LinJ.14	14B-107865d	100.000	570	0	0	1	570	598	29	0.0	1053	613
LinJ.14	14B-162411r	100.000	314	0	0	261	574	345	32	3.85e-167	580	484
LinJ.14	14B-140484d	100.000	310	0	0	261	570	461	152	6.45e-165	573	635
LinJ.14	14B-137193d	100.000	310	0	0	261	570	669	360	6.45e-165	573	843
LinJ.14	14B-112408d	100.000	187	0	0	1	187	422	608	7.80e-96	346	620
LinJ.14	14B-107865d	100.000	187	0	0	1	187	415	601	7.80e-96	346	613
LinJ.14	14B-133723d	100.000	186	0	0	1	186	421	606	2.80e-95	344	606
LinJ.14	14B-137193d	100.000	661	0	0	1	661	183	843	0.0	1221	843
LinJ.14	14B-107865d	100.000	338	0	0	150	487	1	338	1.04e-179	625	613
LinJ.14	14B-133723d	100.000	310	0	0	178	487	35	344	3.83e-164	573	606
LinJ.14	14B-137193d	100.000	661	0	0	1	661	183	843	0.0	1221	843
LinJ.14	14B-107865d	100.000	338	0	0	150	487	1	338	1.04e-179	625	613
LinJ.14	14B-133723d	100.000	310	0	0	178	487	35	344	3.83e-164	573	606
LinJ.14	14B-137193d	100.000	661	0	0	1	661	183	843	0.0	1221	843
LinJ.14	14B-140484d	100.000	635	0	0	3318	3952	1	635	0.0	1173	635
LinJ.14	14B-107865d	100.000	338	0	0	150	487	1	338	1.24e-179	625	613
LinJ.14	14B-107865d	100.000	338	0	0	3441	3778	1	338	1.24e-179	625	613
LinJ.14	14B-133723d	100.000	310	0	0	178	487	35	344	4.54e-164	573	606
LinJ.14	14B-133723d	100.000	310	0	0	3469	3778	35	344	4.54e-164	573	606
LinJ.14	14B-162411r	100.000	484	0	0	6	489	1	484	0.0	894	484
LinJ.14	14B-107865d	100.000	310	0	0	41	350	29	338	5.72e-165	573	613
LinJ.14	14B-171130d	100.000	416	0	0	64	479	1	416	0.0	769	416
LinJ.14	14C-638526r	100.000	647	0	0	6828	7474	647	1	0.0	1195	647
LinJ.14	14C-638526r	100.000	647	0	0	4824	5470	647	1	0.0	1195	647
LinJ.14	14C-638526r	100.000	647	0	0	815	1461	647	1	0.0	1195	647
LinJ.14	14C-253837r	100.000	647	0	0	6828	7474	647	1	0.0	1195	647
LinJ.14	14C-253837r	100.000	647	0	0	4824	5470	647	1	0.0	1195	647
LinJ.14	14C-253837r	100.000	647	0	0	815	1461	647	1	0.0	1195	647
LinJ.14	14C-266718r	100.000	553	0	0	8832	9384	553	1	0.0	1022	553
LinJ.14	14C-266718r	100.000	553	0	0	6828	7380	553	1	0.0	1022	553
LinJ.14	14C-266718r	100.000	553	0	0	4824	5376	553	1	0.0	1022	553
LinJ.14	14C-266718r	100.000	553	0	0	815	1367	553	1	0.0	1022	553
LinJ.14	14C-265643r	100.000	643	0	0	1	643	643	1	0.0	1188	643
LinJ.14	14C-260282r	100.000	643	0	0	1	643	643	1	0.0	1188	643
LinJ.14	14C-266718r	100.000	553	0	0	1	553	553	1	0.0	1022	553
LinJ.14	14C-257167r	100.000	297	0	0	347	643	297	1	1.23e-157	549	517
LinJ.14	14C-638526r	100.000	553	0	0	1	553	647	95	0.0	1022	647
LinJ.14	14C-266718r	100.000	553	0	0	1	553	553	1	0.0	1022	553
LinJ.14	14C-265643r	100.000	553	0	0	1	553	643	91	0.0	1022	643
LinJ.14	14C-260282r	100.000	553	0	0	1	553	643	91	0.0	1022	643
LinJ.14	14C-255845r	100.000	553	0	0	1	553	650	98	0.0	1022	650
LinJ.14	14C-253837r	100.000	553	0	0	1	553	647	95	0.0	1022	647
LinJ.14	14C-274893d	100.000	548	0	0	6	553	636	89	0.0	1013	637
LinJ.14	14C-257167r	100.000	207	0	0	347	553	297	91	1.12e-107	383	517
LinJ.14	14C-266718r	100.000	548	0	0	1	548	548	1	0.0	1013	553
LinJ.14	14C-443201r	100.000	432	0	0	60	491	432	1	0.0	798	432
LinJ.14	14D-557965d	100.000	430	0	0	31	460	1	430	0.0	795	608
LinJ.14	14D-565962r	100.000	584	0	0	19	602	608	25	0.0	1079	608
LinJ.14	14D-589618d	100.000	569	0	0	1	569	41	609	0.0	1051	609
LinJ.15	15A-12264r	100.000	499	0	0	1	499	501	3	0.0	922	523
LinJ.15	15A-15553r	100.000	492	0	0	53	544	492	1	0.0	909	492
LinJ.15	15A-24033d	100.000	441	0	0	47	487	491	51	0.0	815	491
LinJ.15	15A-48754d	100.000	472	0	0	37	508	522	51	0.0	872	522
LinJ.15	15A-80274d	100.000	489	0	0	1	489	534	46	0.0	904	542
LinJ.15	15A-85295r	100.000	489	0	0	1	489	537	49	0.0	904	545
LinJ.15	15A-110363d	100.000	472	0	0	29	500	522	51	0.0	872	522
LinJ.15	15C-372134r	100.000	498	0	0	1	498	524	27	0.0	920	528
LinJ.15	15C-385262r	100.000	502	0	0	3	504	528	27	0.0	928	528
LinJ.15	15D-552122d	100.000	618	0	0	1	618	22	639	0.0	1142	639
LinJ.15	15D-587597r	100.000	528	0	0	1	528	644	117	0.0	976	661
LinJ.16	16B-271487r	100.000	391	0	0	65	455	1	391	0.0	723	430
LinJ.16	16C-380473d	100.000	392	0	0	1	392	392	1	0.0	725	443
LinJ.16	16D-631202r	100.000	480	0	0	1	480	528	49	0.0	887	549
LinJ.16	16D-622983r	100.000	480	0	0	1	480	480	1	0.0	887	504
LinJ.16	16D-631202r	100.000	518	0	0	1	518	528	11	0.0	957	549
LinJ.16	16D-622983r	100.000	480	0	0	1	480	480	1	0.0	887	504
LinJ.16	16D-684097r	100.000	549	0	0	1	549	549	1	0.0	1014	552
LinJ.17	17A-77462r	100.000	597	0	0	2	598	660	64	0.0	1103	660
LinJ.17	17A-101928r	100.000	599	0	0	4	602	652	54	0.0	1107	652
LinJ.17	17A-132636r	100.000	544	0	0	1	544	544	1	0.0	1005	562
LinJ.17	17A-152114d	100.000	445	0	0	8	452	445	1	0.0	822	445
LinJ.17	17A-161032r	100.000	601	0	0	1	601	664	64	0.0	1110	675
LinJ.17	17A-167879r	100.000	601	0	0	1	601	601	1	0.0	1110	621
LinJ.17	17A-220072r	100.000	601	0	0	1	601	611	11	0.0	1110	629
LinJ.17	17B-293198d	100.000	545	0	0	5	549	1	545	0.0	1007	554
LinJ.17	17B-320105d	100.000	515	0	0	24	538	1	515	0.0	952	519
LinJ.17	17B-295974d	100.000	526	0	0	1	526	31	556	0.0	972	572
LinJ.17	17B-301421r	100.000	561	0	0	46	606	1	561	0.0	1037	561
LinJ.17	17B-306974r	100.000	565	0	0	35	599	1	565	0.0	1044	565
LinJ.17	17B-318138r	100.000	541	0	0	56	596	1	541	0.0	1000	541
LinJ.17	17B-320105d	100.000	519	0	0	1	519	1	519	0.0	959	519
LinJ.17	17B-293198d	100.000	515	0	0	1	515	20	534	0.0	952	554
LinJ.17	17B-321095d	100.000	513	0	0	24	536	1	513	0.0	948	513
LinJ.17	17B-326405r	100.000	535	0	0	1	535	19	553	0.0	989	553
LinJ.17	17B-364810d	100.000	526	0	0	1	526	8	533	0.0	972	549
LinJ.17	17A-403893d	100.000	458	0	0	50	507	458	1	0.0	846	458
LinJ.17	17B-492816d	100.000	450	0	0	57	506	1	450	0.0	832	450
LinJ.18	18A-60615r	100.000	519	0	0	1	519	13	531	0.0	959	546
LinJ.18	18A-73398r	100.000	534	0	0	1	534	9	542	0.0	987	542
LinJ.18	18A-100458r	100.000	494	0	0	1	494	31	524	0.0	913	524
LinJ.18	18A-119443d	100.000	483	0	0	1	483	8	490	0.0	893	490
LinJ.18	18A-151333r	100.000	503	0	0	47	549	1	503	0.0	929	503
LinJ.18	18A-165818d	100.000	494	0	0	1	494	19	512	0.0	913	512
LinJ.18	18B-214279r	100.000	494	0	0	28	521	494	1	0.0	913	494
LinJ.18	18B-223194r	100.000	464	0	0	1	464	471	8	0.0	857	494
LinJ.18	18A-270029d	100.000	300	0	0	1	300	23	322	2.24e-159	555	322
LinJ.18	18C-468824d	100.000	334	0	0	210	543	334	1	2.91e-178	617	334
LinJ.18	18E-667386d	100.000	556	0	0	9	564	605	50	0.0	1027	605
LinJ.18	18E-679231d	100.000	598	0	0	22	619	598	1	0.0	1105	598
LinJ.18	18E-681839d	100.000	537	0	0	1	537	552	16	0.0	992	571
LinJ.19	19A-44544r	100.000	572	0	0	1	572	572	1	0.0	1057	592
LinJ.19	19A-55392r	100.000	533	0	0	1	533	560	28	0.0	985	580
LinJ.19	19A-60443r	100.000	564	0	0	11	574	585	22	0.0	1042	585
LinJ.19	19A-81125d	100.000	552	0	0	2	553	573	22	0.0	1020	573
LinJ.19	19A-119960d	100.000	552	0	0	45	596	1	552	0.0	1020	552
LinJ.19	19A-142291d	100.000	552	0	0	16	567	552	1	0.0	1020	552
LinJ.19	19B-187750d	100.000	517	0	0	56	572	533	17	0.0	955	533
LinJ.19	19C-719123r	100.000	471	0	0	44	514	1	471	0.0	870	603
LinJ.19	19C-364460r	100.000	468	0	0	44	511	14	481	0.0	865	489
LinJ.19	19C-719123r	100.000	471	0	0	44	514	1	471	0.0	870	603
LinJ.19	19C-364460r	100.000	468	0	0	44	511	14	481	0.0	865	489
LinJ.19	19E-586168d	100.000	460	0	0	4	463	1	460	0.0	850	460
LinJ.19	19E-595924d	100.000	460	0	0	22	481	460	1	0.0	850	460
LinJ.19	19E-595924d	100.000	460	0	0	34	493	1	460	0.0	850	460
LinJ.19	19F-610316r	100.000	532	0	0	1	532	1	532	0.0	983	585
LinJ.19	19F-623649d	100.000	533	0	0	1	533	11	543	0.0	985	583
LinJ.19	19F-634039d	100.000	546	0	0	28	573	1	546	0.0	1009	560
LinJ.20	LiSIDER2-20-315r	100.000	467	0	0	1	467	11	477	0.0	863	477
LinJ.20	LiSIDER2-20-9815r	100.000	506	0	0	1	506	14	519	0.0	935	554
LinJ.20	LiSIDER2-20-26129r	100.000	491	0	0	3	493	1	491	0.0	907	526
LinJ.20	LiSIDER2-20-315r	100.000	453	0	0	5	457	25	477	0.0	837	477
LinJ.20	LiSIDER2-20-38171r	100.000	317	0	0	177	493	5	321	7.07e-169	586	356
LinJ.20	LiSIDER2-20-172973d	100.000	463	0	0	1	463	77	539	0.0	856	651
LinJ.20	LiSIDER2-20-133376d	100.000	463	0	0	1	463	77	539	0.0	856	661
LinJ.20	LiSIDER2-20-104446d	100.000	463	0	0	1	463	4	466	0.0	856	576
LinJ.20	LiSIDER2-20-112062r	100.000	461	0	0	3	463	1	461	0.0	852	571
LinJ.20	LiSIDER2-20-121152d	100.000	321	0	0	143	463	1	321	3.96e-171	593	425
LinJ.20	LiSIDER2-20-172973d	100.000	461	0	0	3	463	79	539	0.0	852	651
LinJ.20	LiSIDER2-20-133376d	100.000	461	0	0	3	463	79	539	0.0	852	661
LinJ.20	LiSIDER2-20-112062r	100.000	461	0	0	3	463	1	461	0.0	852	571
LinJ.20	LiSIDER2-20-104446d	100.000	461	0	0	3	463	6	466	0.0	852	576
LinJ.20	LiSIDER2-20-121152d	100.000	321	0	0	143	463	1	321	3.96e-171	593	425
LinJ.20	LiSIDER2-20-334521d	100.000	382	0	0	64	445	382	1	0.0	706	382
LinJ.20	LiSIDER2-20-432767r	100.000	534	0	0	1	534	26	559	0.0	987	561
LinJ.20	LiSIDER2-20-441039d	100.000	538	0	0	1	538	14	551	0.0	994	592
LinJ.20	LiSIDER2-20-483061r	100.000	466	0	0	15	480	1	466	0.0	861	466
LinJ.20	LiSIDER2-20-512317d	100.000	444	0	0	19	462	1	444	0.0	821	451
LinJ.20	LiSIDER2-20-575257d	100.000	468	0	0	12	479	1	468	0.0	865	468
LinJ.20	LiSIDER2-20-716639r	100.000	554	0	0	17	570	1	554	0.0	1024	556
LinJ.21	21-47696d	100.000	468	0	0	1	468	471	4	0.0	865	471
LinJ.21	21A-163187r	100.000	505	0	0	1	505	514	10	0.0	933	521
LinJ.21	21A-195942r	100.000	551	0	0	1	551	1	551	0.0	1018	551
LinJ.21	21A-201975r	100.000	581	0	0	1	581	10	590	0.0	1074	594
LinJ.21	21A-223734r	100.000	558	0	0	1	558	1	558	0.0	1031	558
LinJ.21	21A-226888d	100.000	512	0	0	7	518	1	512	0.0	946	512
LinJ.21	21A-242592d	100.000	533	0	0	16	548	1	533	0.0	985	533
LinJ.21	21A-249545r	100.000	583	0	0	1	583	1	583	0.0	1077	583
LinJ.21	21A-266095d	100.000	551	0	0	1	551	42	592	0.0	1018	642
LinJ.21	21A-276680d	100.000	575	0	0	1	575	37	611	0.0	1062	611
LinJ.21	21A-294619d	100.000	519	0	0	1	519	42	560	0.0	959	613
LinJ.21	21A-306832d	100.000	547	0	0	1	547	10	556	0.0	1011	625
LinJ.21	21A-372468d	100.000	549	0	0	1	549	10	558	0.0	1014	625
LinJ.21	21D-652705d	100.000	570	0	0	1	570	28	597	0.0	1053	609
LinJ.21	21D-656836d	100.000	564	0	0	1	564	28	591	0.0	1042	603
LinJ.21	21D-693075r	100.000	407	0	0	170	576	423	17	0.0	752	423
LinJ.21	21E-717300r	100.000	499	0	0	10	508	521	23	0.0	922	521
LinJ.21	21E-729870d	100.000	529	0	0	56	584	529	1	0.0	977	529
LinJ.22	22-15161r	100.000	520	0	0	1	520	526	7	0.0	961	531
LinJ.22	22-81770r	100.000	542	0	0	35	576	548	7	0.0	1002	548
LinJ.22	22A-148235r	100.000	491	0	0	1	491	54	544	0.0	907	544
LinJ.22	22A-170897r	100.000	481	0	0	1	481	58	538	0.0	889	539
LinJ.22	22A-177290r	100.000	491	0	0	1	491	58	548	0.0	907	548
LinJ.22	22C-255779r	100.000	478	0	0	1	478	478	1	0.0	883	480
LinJ.22	22C-255779r	100.000	478	0	0	1	478	478	1	0.0	883	480
LinJ.22	22C-271803r	100.000	480	0	0	17	496	510	31	0.0	887	510
LinJ.22	22C-279447d	100.000	462	0	0	32	493	492	31	0.0	854	492
LinJ.22	22D-485832r	100.000	601	0	0	1	601	66	666	0.0	1110	666
LinJ.22	22D-494166r	100.000	592	0	0	1	592	146	737	0.0	1094	739
LinJ.22	22D-494166r	100.000	563	0	0	1	563	681	119	0.0	1040	739
LinJ.22	22D-485832r	100.000	563	0	0	1	563	601	39	0.0	1040	666
LinJ.22	22D-494166r	100.000	609	0	0	1	609	727	119	0.0	1125	739
LinJ.22	22D-485832r	100.000	609	0	0	1	609	647	39	0.0	1125	666
LinJ.22	22E-561002d	100.000	507	0	0	22	528	507	1	0.0	937	507
LinJ.22	22E-574989d	100.000	523	0	0	20	542	548	26	0.0	966	548
LinJ.22	22-644605d	100.000	463	0	0	1	463	515	53	0.0	856	536
LinJ.23	23-60541d	100.000	539	0	0	28	566	545	7	0.0	996	545
LinJ.23	23A-92836d	100.000	495	0	0	62	556	495	1	0.0	915	495
LinJ.23	23A-104177d	100.000	474	0	0	64	537	495	22	0.0	876	495
LinJ.23	23B-121823r	100.000	539	0	0	2	540	562	24	0.0	996	562
LinJ.23	23B-128093d	100.000	539	0	0	5	543	562	24	0.0	996	562
LinJ.23	23C-164941d	100.000	449	0	0	29	477	1	449	0.0	830	449
LinJ.23	23C-202926r	100.000	510	0	0	1	510	1	510	0.0	942	510
LinJ.23	10B-184156d	100.000	29	0	0	166	194	295	323	9.23e-09	54.7	718
LinJ.23	10B-175562d	100.000	29	0	0	166	194	296	324	9.23e-09	54.7	719
LinJ.23	23C-214823d	100.000	500	0	0	24	523	1	500	0.0	924	510
LinJ.23	23C-217908r	100.000	162	0	0	73	234	1	162	1.10e-82	300	500
LinJ.23	23C-217908r	100.000	487	0	0	1	487	487	1	0.0	900	500
LinJ.23	23C-214823d	100.000	162	0	0	326	487	211	50	1.02e-82	300	510
LinJ.23	10B-184156d	100.000	29	0	0	338	366	323	295	8.76e-09	54.7	718
LinJ.23	10B-175562d	100.000	29	0	0	338	366	324	296	8.76e-09	54.7	719
LinJ.23	23D-242177r	100.000	440	0	0	1	440	1	440	0.0	813	440
LinJ.23	23D-258035r	100.000	440	0	0	58	497	1	440	0.0	813	440
LinJ.23	23-291922r	100.000	453	0	0	1	453	73	525	0.0	837	525
LinJ.23	23E-346387r	100.000	589	0	0	1	589	589	1	0.0	1088	590
LinJ.23	23E-3400987	100.000	589	0	0	1	589	589	1	0.0	1088	590
LinJ.23	23F-366243r	100.000	481	0	0	27	507	1	481	0.0	889	590
LinJ.23	23F-399144r	100.000	483	0	0	35	517	1	483	0.0	893	560
LinJ.23	23F-418001r	100.000	477	0	0	1	477	477	1	0.0	881	524
LinJ.23	23F-418001r	100.000	415	0	0	60	474	1	415	0.0	767	524
LinJ.23	23F-433876r	100.000	414	0	0	84	497	1	414	0.0	765	491
LinJ.23	23G-488775r	100.000	505	0	0	42	546	511	7	0.0	933	511
LinJ.23	23G-534709r	100.000	506	0	0	30	535	512	7	0.0	935	518
LinJ.23	23G-531193r	100.000	506	0	0	30	535	512	7	0.0	935	512
LinJ.23	23G-534709r	100.000	515	0	0	67	581	518	4	0.0	952	518
LinJ.23	23G-531193r	100.000	509	0	0	73	581	512	4	0.0	941	512
LinJ.23	23G-559586d	100.000	517	0	0	1	517	525	9	0.0	955	540
LinJ.23	23G-546582r	100.000	517	0	0	1	517	529	13	0.0	955	544
LinJ.23	23G-555890d	100.000	500	0	0	1	500	500	1	0.0	924	500
LinJ.23	23G-559586d	100.000	532	0	0	6	537	540	9	0.0	983	540
LinJ.23	23H-604315d	100.000	210	0	0	376	585	217	8	2.56e-109	388	217
LinJ.23	23H-657417d	100.000	603	0	0	1	603	603	1	0.0	1114	625
LinJ.23	23H-661539d	100.000	583	0	0	8	590	625	43	0.0	1077	625
LinJ.23	23H-678331d	100.000	533	0	0	1	533	533	1	0.0	985	540
LinJ.23	23I-687960d	100.000	335	0	0	1	335	38	372	7.24e-179	619	372
LinJ.23	23I-736538r	100.000	517	0	0	1	517	362	878	0.0	955	893
